"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"151",6283765,"FERTILIZANTES TEPEYAC","PRODUCTORA DE FERTILIZANTES DEL NOROESTE SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas",NA,"FEDERAL NÚMERO DOS SAN LUIS RÍO COLORADO MEXICALI KILÓMETRO 22.5",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"COLONIA","PÓLVORA",NA,NA,NA,21620,"02","BAJA CALIFORNIA","002","Mexicali","2136","Familia González (Ejido Tamaulipas)","3475","800",NA,NA,NA,"Fijo",32.555,-115.21666667,"JULIO 2010"
"152",6708486,"FERTILIZANTES TEPEYAC S.A DE C..V TABASCO","FERTILIZANTES TEPEYAC SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","TERRACERÍA","CARRETERA MEXICALI SAN LUIS",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,NA,NA,NA,NA,NA,"COLONIA","EJIDO TABASCO",NA,NA,NA,NA,"02","BAJA CALIFORNIA","002","Mexicali","0127","Ejido Tabasco","3507","037",NA,NA,NA,"Fijo",32.56097604,-114.93494211,"ENERO 2016"
"153",6729434,"FERTILIZANTES TEPEYAC SUC CAMALU","FERTILIZANTES TEPEYAC SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","BAJA CALIFORNIA",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"KILÓMETRO 159+900",NA,NA,NA,NA,NA,NA,NA,NA,NA,22910,"02","BAJA CALIFORNIA","001","Ensenada","0060","Camalú","9462","018",NA,NA,NA,"Fijo",30.83140692,-116.0539637,"ENERO 2016"
"154",6759871,"FLOW INDUSTRIAL SUPPLY","FLOW INDUSTRIAL SUPPLY SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","6 a 10 personas","BOULEVARD","ADOLFO LÓPEZ MATEOS","BOULEVARD","CASTELLÓN","CALLE","DE LA PROCURADURÍA","CALLE","DE LA PROCURADURÍA",2290,NA,NA,NA,NA,NA,"COLONIA","HIDALGO",NA,NA,"6",21389,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","4863","032",NA,NA,NA,"Fijo",32.61559304,-115.44199108,"OCTUBRE 2016"
"155",53817,"FYSA","FORRAJES Y SERVICIOS AGROPECUARIOS, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","11 a 30 personas","CARRETERA","A SAN LUIS RÍO COLORADO","CALLE","NORTE","CALLE","NOVENA","CALLE","HILARIO RUELAS",0,"SN",NA,NA,NA,NA,"CORREDOR INDUSTRIAL","NORTE",NA,NA,NA,21396,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","6215","006","16865626007","CORDEROLAURA@HOTMAIL.COM",NA,"Fijo",32.58725618,-115.38800826,"JULIO 2010"
"156",98606,"GC PARTES SERVICIOS AGRICOLAS, S.A. DE C.V.","GC PARTES SERVICIOS AGRICOLAS, S.A. DE V",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","FUNDADORES","CALLE","MIGUEL HIDALGO","CALLE","FELIPE ANGELES","AVENIDA","INSURGENTES",0,"SN","209",NA,NA,NA,"EJIDO","EMILIANO ZAPATA",NA,NA,NA,22920,"02","BAJA CALIFORNIA","001","Ensenada","1107","Emiliano Zapata","9509","016","6161663858",NA,NA,"Fijo",30.7617964,-116.00747093,"DICIEMBRE 2014"
"157",62128,"GC PARTES Y SERVICIOS AGRICOLAS","GC PARTES Y SERVICIOS AGRICOLAS, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","11 a 30 personas","CARRETERA","TRANSPENINSULAR (REFORMA)","BOULEVARD","DE LAS ROSAS","CALLE","NINGUNO","BOULEVARD","JUAN ZERTUCHE",0,"SN",NA,NA,NA,NA,"FRACCIONAMIENTO","VALLE DORADO",NA,NA,NA,22890,"02","BAJA CALIFORNIA","001","Ensenada","0001","Ensenada","5987","020","6461738785",NA,NA,"Fijo",31.82159751,-116.59880192,"JULIO 2010"
"158",6707109,"GO PRODUCTOS","GO PRODUCTOS, S. DE R.L. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","DOCTOR GASTÓN SALAZAR (D)","CALLE","E","AVENIDA","CRISTÓBAL COLÓN",1219,NA,NA,NA,0,NA,"COLONIA","NUEVA","CENTROS Y PLAZAS COMERCIALES","PLAZA GALA","8",21100,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","4242","036","016865523098","ORAMIREZ@BIOFIORA.COM","WWW.BIOFORA.COM","Fijo",32.66598076,-115.47278097,"ENERO 2016"
"159",83360,"GOTA A GOTA RIEGOS PRESTURIZADOS",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","CHURUBUSCO","PRIVADA","MELCHOR MÚZQUIZ","BOULEVARD","BENITO JUÁREZ","CALLE","ARTURO BERNAL (PARRAS)",2292,NA,"2292","1",NA,NA,"COLONIA","EX EJIDO COAHUILA",NA,NA,NA,21360,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","0610","043","6865633914",NA,NA,"Fijo",32.62293483,-115.44282735,"DICIEMBRE 2014"
"160",6769207,"GOWAN SEMILLAS","GOWAN SEMILLAS SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CARRETERA","MEXICALI / SAN LUIS","CALLE","NINGUNO","CALLE","NINGUNO","NINGUNO","NINGUNO",NA,"SN",NA,NA,0,NA,"EJIDO","CUERNAVACA","CENTRAL DE ABASTOS","SIN NOMBRE",NA,21030,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","8279","003","016865647543",NA,NA,"Fijo",32.57201043,-115.3446439,"OCTUBRE 2016"
"161",129821,"GRANERO LOS 3 POTRILLOS",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","TIJUANA","CALLE","MISIÓN SANTO TOMÁS","CALLE","ENSENADA","CALLE","SAN FELIPE",0,"SN",NA,NA,NA,NA,"COLONIA","EL TECOLOTE",NA,NA,NA,22644,"02","BAJA CALIFORNIA","004","Tijuana","0187","La Joya","7186","014",NA,NA,NA,"Fijo",32.4471844,-116.98727194,"DICIEMBRE 2014"
"162",55446,"GRANERO LOS ALASANES",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","BENITO JUÁREZ (SEGUNDA)","AVENIDA","MELCHOR OCAMPO","PRIVADA","NINGUNO","CALLE","CARRILLO PUERTO (TERCERA)",8557,NA,NA,NA,NA,NA,"COLONIA","ZONA CENTRO",NA,NA,NA,22000,"02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","2946","032","6646880210",NA,NA,"Fijo",32.53569838,-117.03285931,"JULIO 2010"
"163",57550,"GRANOS Y SEMILLAS DE MI TIERRA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","SÉPTIMA","AVENIDA","REVOLUCIÓN","CALLE","PRINCIPAL","AVENIDA","REVOLUCIÓN",0,"SN",NA,NA,NA,NA,NA,"FRANCISCO ZARCO",NA,NA,NA,22750,"02","BAJA CALIFORNIA","001","Ensenada","0114","Francisco Zarco (Valle de Guadalupe)","6186","052",NA,NA,NA,"Fijo",32.09606007,-116.57159635,"JULIO 2010"
"164",6740351,"GRUINDAG","GRUINDAG FOOD SOLUTION S DE RL",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CARRETERA","CARRETERA TRANSPENINSULAR","CARRETERA","PLATINO","AVENIDA","ORIZABA","AVENIDA","SANTO DOMINGO",202,"AB",NA,NA,NA,NA,"COLONIA","VICENTE GUERRERO COLONIA",NA,NA,NA,22920,"02","BAJA CALIFORNIA","001","Ensenada","0268","Vicente Guerrero","891A","001",NA,NA,NA,"Fijo",30.733602,-115.99176205,"OCTUBRE 2016"
"165",6804391,"GRUPO FEBRA","GRUPO FEBRA SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","TERRACERÍA","CARRETERA MEXICALI SANLUIS KM","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",40,"KM",NA,NA,NA,NA,"EJIDO","EJ. TAMAULIPAS",NA,NA,NA,1398,"02","BAJA CALIFORNIA","002","Mexicali","3328","Familia Núñez (Ejido Tamaulipas)","3475","800","016585142200","ATENCION.CLIENTES@GRUPOFEBRA.COM","WWW.GRUPOFEBRA.COM","Fijo",32.56638682,-115.22194159,"NOVIEMBRE 2017"
"166",6740283,"GRUPO INTEGRAL DE BC ADUANERO S DE RL DE CV","GRUPO INTEGRAL DE BC ADUANERO S DE RL DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas",NA,"NINGUNO","PRIVADA","SOR JUANA INÉS DE LA CRUZ","CALLE","FRONTERA INTERNACIONAL","AVENIDA","LOS AZTECAS SUR",210,"54",NA,NA,NA,NA,"COLONIA","NUEVA TIJUANA OTAY",NA,NA,NA,22435,"02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3840","036",NA,NA,NA,"Fijo",32.5471212,-116.93766838,"OCTUBRE 2016"
"167",6740580,"GRUPO MALECA","GRUPO MALECA SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CARRETERA","CARRETERA FEDERAL 2 TRAMO MEXICALI A SAN LUIS RÍO COLORADO KILÓMETRO 59 MARGEN IZQUIERDO",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"EJIDO","HERMOSILLO",NA,NA,NA,21901,"02","BAJA CALIFORNIA","002","Mexicali","1145","Familia Nolasco Mendoza (Ejido Hermosillo)","3507","800",NA,NA,NA,"Fijo",32.52462419,-114.91838423,"OCTUBRE 2016"
"168",6739254,"GRUPO SOCIAL DISTRIBUIDORA DE NH3 JIQUILPAN","GRUPO SOCIAL DISTRIBUIDORA DE NH3 JIQUILPAN SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CARRETERA","A EJIDO MICHOACÁN DE OCAMPO",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",1,"14 500",NA,NA,NA,NA,"COLONIA","CERRO PRIETO 6",NA,NA,NA,21700,"02","BAJA CALIFORNIA","002","Mexicali","3099","Rancho de Rodolfo Vega (Colonia Colorado Número Cuatro)","3441","800","0456862613535",NA,NA,"Fijo",32.49778068,-115.35501809,"OCTUBRE 2016"
"169",87863,"HUERTA MALDONADO JAIME ADOLFO  EL CHARRO PECUARIA INDUSTRIAL BAJA",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","L","AVENIDA","CARPINTEROS","AVENIDA","HERREROS SUR","CALLE","K",1998,NA,NA,NA,NA,NA,"COLONIA","BURÓCRATA",NA,NA,"1998",21020,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","4420","024","6865545670","EL_CHARRO@HOTMAIL.COM",NA,"Fijo",32.65554044,-115.454895,"DICIEMBRE 2014"
"170",6288324,"ICASSA","IMPORTADORA Y COMERCIALIZADORA DE AGROQUIMICOS Y SEMILLAS SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","CUARTA","CALLE","16 DE SEPTIEMBRE","CALLE","LOS GIRASOLES","AVENIDA","OCAMPO",NA,"SN",NA,NA,NA,NA,"PUEBLO","SAN VICENTE",NA,NA,NA,22900,"02","BAJA CALIFORNIA","001","Ensenada","0243","San Vicente","8197","017",NA,NA,NA,"Fijo",31.32547333,-116.2519156,"JULIO 2010"
"171",6810839,"IMPLEMENTOS AGRICOLAS","SP DE I EL OASIS S DE RL CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","AVENIDA","CARRETERA TRANSPENINSULAR","CALLE","CECILIA RUÍZ","CALLE","IGNACIO ALTAMIRANO","CALLE","MARÍA GUZMÁN",NA,"SN",NA,NA,NA,NA,"COLONIA","MANEADERO P BAJA",NA,NA,NA,22790,"02","BAJA CALIFORNIA","001","Ensenada","0139","Rodolfo Sánchez Taboada (Maneadero)","6063","024","016461541017",NA,NA,"Fijo",31.71760023,-116.57225648,"NOVIEMBRE 2017"
"172",150589,"IMPLEMENTOS AGRICOLAS DEL VALLE",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","AVENIDA","CARRETERA TRANSPENINSULAR","CALLE","CECILIA RUIZ","CALLE","IGNACIO ALTAMIRANO","CALLE","MARÍA GUZMÁN",0,"SN",NA,NA,NA,NA,NA,"MANEADERO",NA,NA,NA,22790,"02","BAJA CALIFORNIA","001","Ensenada","0139","Rodolfo Sánchez Taboada (Maneadero)","6063","024","6461541017",NA,NA,"Fijo",31.71778789,-116.57230127,"JULIO 2010"
"173",70101,"IMPLEMENTOS AGRICOLAS ESPECIALIZADOS CECEÑA","IMPLEMENTOS AGRICOLAS ESPECIALIZADOS CECEÑA, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","MEXICALI SAN LUIS","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","DEL ÁLAMO",0,"SN",NA,NA,NA,NA,"EJIDO","PUEBLA",NA,NA,NA,21620,"02","BAJA CALIFORNIA","002","Mexicali","0262","Puebla","3329","054","6865925520",NA,NA,"Fijo",32.56684082,-115.33118023,"DICIEMBRE 2014"
"174",83315,"IMPLEMENTOS AGROINDUSTRIALES VIZCARRA, S.A. DE C.V.",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","6 a 10 personas","BOULEVARD","BENITO JUÁREZ","CALLE","CATEMACO","CALLE","NINGUNO","BOULEVARD","ADOLFO LÓPEZ MATEOS",0,"SN",NA,NA,NA,NA,NA,"NELSON",NA,NA,NA,21395,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","0610","005","6865617180",NA,NA,"Fijo",32.61992778,-115.44208475,"DICIEMBRE 2014"
"175",6284282,"INDUSTRIAS VAZQUEZ SA DE CV","INDUSTRIAS VAZQUEZ SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","11 a 30 personas","CALLE","MEXICALI SAN LUIS",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"KM 19.5",NA,NA,NA,NA,"FRACCIÓN","PUEBLA",NA,NA,NA,21620,"02","BAJA CALIFORNIA","002","Mexicali","0262","Puebla","3329","054",NA,NA,NA,"Fijo",32.56665253,-115.3306466,"JULIO 2010"
"176",6284418,"INGENIERIA AGRICOLA DE LA PAZ","INGENIERIA AGRICOLA DE LA PAZ S A DE C V",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas",NA,"NINGUNO","CALLE","AEROPUERTO","CALLE","FUERZA AÉREA MEXICANA","BOULEVARD","CUAUHTÉMOC NORTE",15,NA,NA,NA,NA,NA,"COLONIA","MESA DE OTAY",NA,NA,NA,22300,"02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","0136","003",NA,NA,NA,"Fijo",32.5464706,-116.94841119,"JULIO 2010"
"177",97472,"INSECTA","INSECTA DEL PACIFICO, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"CIUDAD","SAN QUINTIN",NA,NA,NA,22940,"02","BAJA CALIFORNIA","001","Ensenada","0857","San Quintín","8286","004",NA,NA,NA,"Fijo",30.57618726,-115.94698359,"DICIEMBRE 2014"
"178",115507,"INSUMOS ESPECIALIZADOS PARA CONTROLADORES DE PLAGAS","INSUMOS ESPECIALIZADOS PARA CONTROLADORES DE PLAGAS",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","SIRAK BALOYAN","CALLE","11 (PLUTARCO ELÍAS CALLES)","CALLE","DÉCIMA (J SARABIA)","CALLE","OCAMPO",8793,NA,"8793","1",NA,NA,"COLONIA","ZONA CENTRO",NA,NA,NA,22000,"02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3037","011","6646340607",NA,NA,"Fijo",32.5258435,-117.02950683,"DICIEMBRE 2014"
"179",6769469,"INTRAKAM BAJA CALIFORNIA SA DE CV","INTRAKAM BAJA CALIFORNIA SA CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","6 a 10 personas","CALLE","NOVENA","AVENIDA","RUIZ","AVENIDA","ÁLVARO OBREGÓN","CALLE","OCTAVA",340,NA,NA,NA,0,NA,"COLONIA","ZONA CENTRO",NA,NA,NA,NA,"02","BAJA CALIFORNIA","001","Ensenada","0001","Ensenada","0651","008","64617586740",NA,NA,"Fijo",31.87200992,-116.6243992,"OCTUBRE 2016"
"180",66178,"IVOP DE MÉXICO","IVOP, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","BOGOTÁ","AVENIDA","REPÚBLICA DE BOLIVIA","AVENIDA","REPÚBLICA DE BRASIL Y/O PROLONGACIÓN BRASIL","AVENIDA","REPÚBLICA DE BRASIL Y/O PROLONGACIÓN BRASIL",101,NA,NA,NA,1,NA,"COLONIA","CUAUHTÉMOC",NA,NA,NA,21200,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","0108","039","6865684509","AGORAGANICO@GMAIL.COM",NA,"Fijo",32.66640724,-115.45003547,"JULIO 2010"
"181",6756562,"J CO FERTILIZER","J CO FERTILIZER S DE RL DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","6 a 10 personas","CALZADA","DE LOS INSURGENTES",NA,"NINGUNO","CALZADA","DE LOS INSURGENTES",NA,"NINGUNO",1,"LOTE NUM 1",NA,NA,NA,NA,"EJIDO","EL TRIANGULO",NA,NA,NA,21720,"02","BAJA CALIFORNIA","002","Mexicali","0185","Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres)","3121","031",NA,NA,NA,"Fijo",32.28131876,-115.10818448,"OCTUBRE 2016"
"182",87105,"JARCIMEX","JARCIMEX DE CALIFORNIA, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","11 a 30 personas","AVENIDA","MADEREROS","CALLE","F","CALLE","FUNDIDORES","CALLE","F",1320,NA,NA,NA,NA,NA,"COLONIA","INDUSTRIAL",NA,NA,NA,21010,"02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","0324","033","6865543132","JARCIMEX@PRODIGY.NET.MX",NA,"Fijo",32.64923558,-115.46843255,"DICIEMBRE 2014"
"183",152966,"JARDINERÍA INTEGRAL","JARDINERÍA INTEGRAL",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","AVENIDA","INGENIERO JUAN OJEDA ROBLES Y/O DE LA PAZ","CALLE","SANTA MARTHA","CALLE","SANTA MARGARITA","AVENIDA","INSURGENTES",675,NA,NA,NA,NA,NA,"COLONIA","BUENAVISTA",NA,NA,NA,22415,"02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","0460","013","6646075433","JINTEGRAL@YAHOO.COM.MX","JIRSATIJUANA.COM","Fijo",32.51975245,-116.98400419,"JULIO 2010"
"184",138107,"JORDAN IMPLEMENT DE MÉXICO",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","6 a 10 personas","CALLE","MEXICALI SAN LUIS","CALLE","NINGUNO","PRIVADA","NINGUNO","CALLE","DEL ÁLAMO",0,"SN",NA,NA,NA,NA,"EJIDO","PUEBLA",NA,NA,NA,21620,"02","BAJA CALIFORNIA","002","Mexicali","0262","Puebla","5700","028",NA,NA,NA,"Fijo",32.57512671,-115.35388109,"JULIO 2010"
"185",97241,"KOPPERT MEXICO, S.A. DE C.V.","KOPPERT MEXICO, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CARRETERA","BENITO JUÁREZ","CALLE","CUAUHTÉMOC","CALLE","IGNACIO ALLENDE","CALLE","NINGUNO",101,NA,NA,NA,NA,"SN","COLONIA","MACLOVIO ROJAS",NA,NA,NA,22920,"02","BAJA CALIFORNIA","001","Ensenada","0268","Vicente Guerrero","7235","014",NA,NA,NA,"Fijo",30.72356521,-115.9894034,"DICIEMBRE 2014"
"186",6740611,"KUCENTER","KUCENTER SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CARRETERA","ESTATAL LIBRE 3",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"EJIDO","MONTERREY",NA,NA,NA,21901,"02","BAJA CALIFORNIA","002","Mexicali","0161","Ejido Monterrey (Colonia Batáquez)","348A","800",NA,NA,NA,"Fijo",32.53042672,-115.07663092,"OCTUBRE 2016"
"187",98912,"KUCENTER, S.A. DE C.V.","KUCENTER, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","AVENIDA","CARRETERA TRANSPENINSULAR","CARRETERA","TRANSPENINSULAR","CALLE","JOSEFA ORTIZ DE DOMÍNGUEZ","CALLE","ALBERTO BORJA MOJARRO",0,"SN",NA,NA,NA,NA,"COLONIA","RODOLFO SANCHEZ TABOADA",NA,NA,NA,22793,"02","BAJA CALIFORNIA","001","Ensenada","0139","Rodolfo Sánchez Taboada (Maneadero)","8159","032",NA,NA,NA,"Fijo",31.70817216,-116.56939177,"DICIEMBRE 2014"
"188",141823,"LA LIBANESA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","JOSÉ LÓPEZ PORTILLO ORIENTE","AVENIDA","JOSÉ LÓPEZ PORTILLO ORIENTE","BOULEVARD","BELLAS ARTES","CALLE","JOSÉ LÓPEZ PORTILLO",19950,"38,39",NA,NA,NA,NA,"FRACCIONAMIENTO","NUEVA TIJUANA",NA,"TORRES DE OTAY",NA,22435,"02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3874","040",NA,NA,NA,"Fijo",32.54352853,-116.92974154,"JULIO 2010"
"189",6813485,"LARSON IRRIGATION DE BAJA CALIFORNIA","LARSON IRRIGATION DE BAJA CALIFORNIA, S. DE R.L. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CARRETERA","LIBRE 1 TIJUANA-ENSENADA KILÓMETRO 100","RETORNO","DE LA VILLA","CALLE","RETORNO DEL AURA","NINGUNO","NINGUNO",NA,NA,NA,NA,NA,NA,"COLONIA","ZONA PLAYITAS",NA,NA,"SN",22860,"02","BAJA CALIFORNIA","001","Ensenada","0001","Ensenada","0628","009","6461857875","LARSONLEDESMA@GMAIL.COM","WWW.LARSONIRRIGATION.COM","Fijo",31.86647063,-116.66204923,"NOVIEMBRE 2017"
"190",81084,"LR AGROEQUIPOS",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CARRETERA","MEXICALI SAN LUIS","CALLE","TERCERA","CALLE","GABRIEL LEYVA","CALLE","27 DE ENERO",0,"SN",NA,NA,NA,NA,"EJIDO","SINALOA",NA,NA,NA,21620,"02","BAJA CALIFORNIA","002","Mexicali","0227","Ejido Sinaloa (Estación Kasey)","7872","011","6862519074","JCLARIOS@AGROLR.COM","WWW.AGROLR.COM","Fijo",32.55279914,-115.26991016,"DICIEMBRE 2014"
"191",6283314,"MAQUINARIA FRONTERA (JOHN DEERE)","MAQUINARIA FRONTERA SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","51 a 100 personas","CARRETERA","ESTATAL 1 A EJIDO ISLAS AGRARIAS MARGEN DERECHO","CARRETERA","A SAN LUIS RÍO COLORADO",NA,"NINGUNO",NA,"NINGUNO",1,"SN",NA,NA,NA,NA,"COLONIA","PÓLVORA",NA,NA,NA,21620,"02","BAJA CALIFORNIA","002","Mexicali","2136","Familia González (Ejido Tamaulipas)","3475","800",NA,NA,NA,"Fijo",32.55593939,-115.214947,"JULIO 2010"
"192",6284007,"MAQUINARIA FRONTERA. (JOHN DEERE)","MAQUINARIA FRONTERA SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","11 a 30 personas","AVENIDA","BENITO JUÁREZ","AVENIDA","VICENTE GUERRERO","CALLE","PEDRO VALDEZ RIVERA","CALLE","20 DE NOVIEMBRE",100,NA,NA,NA,NA,NA,"COLONIA","VICENTE GUERRERO",NA,NA,NA,22920,"02","BAJA CALIFORNIA","001","Ensenada","0268","Vicente Guerrero","8924","010",NA,NA,NA,"Fijo",30.73112614,-115.99125775,"JULIO 2010"
"193",6424406,"MAQUINARIA PESADA","REFACCIONES INDUSTRIAL Y MAQUINARIA",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","NINGUNO",NA,"MORELOS",NA,"DE LA PAZ","AVENIDA","MORELOS",0,"SN",NA,NA,NA,NA,"PARQUE INDUSTRIAL","MORELOS",NA,NA,NA,22647,"02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","4660","048","6649754480",NA,NA,"Fijo",32.47366615,-117.00462611,"JULIO 2010"
"194",98497,"MAR Y TIERRA FERTILIZANTES ORGANICOS",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","FRANCISCO JAVIER MINA","AVENIDA","SAN PEDRO MÁRTIR","AVENIDA","SANTO TOMÁS","CALLE","JOSÉ MARÍA MORELOS Y PAVÓN",403,NA,NA,NA,NA,NA,"COLONIA","VICENTE GUERRERO",NA,NA,NA,22920,"02","BAJA CALIFORNIA","001","Ensenada","0268","Vicente Guerrero","8924","015","6161663598","MARYTIERRA_OFVG@HOTMAIL.COM","WWW.MARYTIERRAFERTILIZANTESORGANICOS.COM.MX","Fijo",30.72664578,-115.99532636,"DICIEMBRE 2014"
