"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","tipo_comercio"
"48",6259842,"ALDAJUCE","SEMILLAS Y CEREALES GUTIERREZ REYES",115113,"Beneficio de productos agrícolas","11 a 30 personas","CARRETERA","ESTATAL LIBRE VILLA UNION-VICENTE GUERRERO KILÓMETRO 1.3",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"BARRIO","JOYA",NA,NA,NA,34802,"10","DURANGO","022","Poanas","0001","Villa Unión","0552","001",NA,NA,NA,"Fijo",23.96120002,-104.04943507,"JULIO 2010","Otra"
"49",6750111,"ALGODONERA ZAPATA","ALGODONERA ZAPATA SA DE CV ALB",115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","ALBERTO M. A.","CALLE","FRANCISCO GONZÁLEZ DE LA VEGA","CALLE","ALBERTO M. ALVARADO",NA,"NINGUNO",900,NA,NA,NA,NA,NA,"COLONIA","EL CONSUELO",NA,NA,NA,35090,"10","DURANGO","007","Gómez Palacio","0001","Gómez Palacio","0185","039",NA,NA,NA,"Fijo",25.54687483,-103.48069554,"OCTUBRE 2016","Otra"
"50",6259840,"DIAGRO","DISTRIBUIDORA DE INSUMOS AGROPECUARIOS PUGA SPR DE RL",115113,"Beneficio de productos agrícolas","11 a 30 personas","PERIFÉRICO","LIBRAMIENTO PERIFÉRICO TORREÓN ZACATECAS KM 7 MAS 500",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"NINGUNO","DIAGRO",NA,NA,NA,34000,"10","DURANGO","005","Durango","0384","Rancho Nuevo Monterrey","3147","800",NA,NA,NA,"Fijo",24.08445218,-104.56092537,"DICIEMBRE 2014","Otra"
"51",6731609,"AGRICOLA AMIGO","AGRICOLA AMIGO SPR DE RL",115113,"Beneficio de productos agrícolas","11 a 30 personas","BOULEVARD","PASEO DE LA JUVENTUD","BOULEVARD","NOGAL","PROLONGACIÓN","5 DE MAYO","CALLE","RÍO LERMA",102,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,38300,"11","GUANAJUATO","011","Cortazar","0001","Cortazar","0267","030",NA,NA,NA,"Fijo",20.48183377,-100.96899872,"OCTUBRE 2016","Otra"
"52",6727897,"AGRICOLA EL ENCUENTRO, S.A. DE C.V.","AGRICOLA EL ENCUENTRO, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","CARRETERA","TREJO -SILAO KM 3","CAMINO","AL COLÓN","OTRA (ESPECIFICAR)","NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,0,NA,"EJIDO","FRACCION DE SAN DIEGUILLO",NA,NA,NA,NA,"11","GUANAJUATO","037","Silao de la Victoria","0221","El Encuentro (Agrorey)","0121","800",NA,"AURELIO@AGRIZAR.COM",NA,"Fijo",20.85812868,-101.4048962,"ENERO 2016","Otra"
"53",1336162,"DESPATAR FRESA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","4 VIENTOS","BOULEVARD","JUAN JOSÉ TORRES LANDA","CALLE","CHURUBUSCO","CALLE","DOCTOR LICEAGA",812,NA,NA,NA,NA,NA,"BARRIO","BARRIO DE LA SALUD",NA,NA,NA,36930,"11","GUANAJUATO","017","Irapuato","0001","Irapuato","0203","021",NA,NA,NA,"Fijo",20.67648997,-101.35496799,"JULIO 2010","Otra"
"54",6803354,"DISTRIBUIDORA FRESCAMPO S DE RL DE CV","DISTRIBUIDORA FRESCAMPO S DE RL DE CV",115113,"Beneficio de productos agrícolas","31 a 50 personas",NA,"RANCHO LOS ANAYA","CARRETERA","MANZANA 800","CARRETERA","MANZANA 800","CARRETERA","MANZANA 800",NA,"DOMICILIO CONOCIDO",NA,NA,NA,NA,"RANCHO","LOS ANAYAS",NA,NA,NA,38260,"11","GUANAJUATO","044","Villagrán","0184","Los Anaya (José Campos Rangel)","0037","800","NO TIENE",NA,NA,"Fijo",20.565,-100.95361111,"NOVIEMBRE 2017","Otra"
"55",6755972,"HORTIBROCOLI","HORTIBROCOLI SPR DE RL",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","GUADALUPE","CALLE","J. CARMEN HERNANDEZ",NA,"NINGUNO","AVENIDA","LAS ARBOLEDAS",NA,"SN",NA,NA,NA,NA,"RANCHERÍA","CUARTA BRIGADA",NA,NA,NA,36820,"11","GUANAJUATO","017","Irapuato","0134","San Antonio de Chico","0307","800",NA,NA,NA,"Fijo",20.62533186,-101.2805709,"OCTUBRE 2016","Otra"
"56",1167070,"TUZANA MANZANA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","NINGUNO",NA,"NINGUNO",NA,"NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,47,"E","COLONIA","CIUDAD INDUSTRIAL","CENTRAL DE ABASTO","CIUDAD INDUSTRIAL","47 Y 48 E",37490,"11","GUANAJUATO","020","León","0001","León de los Aldama","5657","037","4777636438","TUZANAMANZANA@GIMEIL.COM",NA,"Fijo",21.07302196,-101.68761595,"DICIEMBRE 2014","Otra"
"57",1467690,"MADURADORA DE PLATANO",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","NINGUNO","CALLE","NICOLÁS BRAVO","CALLE","NICOLÁS BRAVO","PRIVADA","NINGUNO",0,"SN",NA,"1",NA,NA,NA,"EL SUCHIL",NA,NA,NA,40901,"12","GUERRERO","057","Técpan de Galeana","0086","El Súchil","081A","007","7424251303",NA,NA,"Fijo",17.2225141,-100.64313603,"JULIO 2010","Otra"
"58",1546674,"GRANOS Y SEMILLAS SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PRIVADA","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","AVENIDA","DE LOS POSTES",0,"SN",NA,NA,NA,NA,"COLONIA","CCI",NA,NA,NA,43300,"13","HIDALGO","012","Atotonilco el Grande","0001","Atotonilco el Grande","0117","012","7711231724",NA,NA,"Fijo",20.28594366,-98.6610139,"DICIEMBRE 2014","Otra"
"59",1723528,"ABARROTES SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","JAIME NUNÓ","CALLE","FRANCISCO VILLA","CALLE","FRANCISCO VILLA","CALLE","16 DE SEPTIEMBRE PONIENTE",2,NA,NA,NA,NA,NA,"COLONIA","TEUCHITLÁN",NA,NA,NA,46760,"14","JALISCO","095","Teuchitlán","0001","Teuchitlán","010A","020",NA,NA,NA,"Fijo",20.68491236,-103.85355844,"DICIEMBRE 2014","Otra"
"60",1720960,"AFINAR CHIA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","EMILIO CARRANZA","CALLE","PENSADOR MEXICANO","CALLE","MEDRANO","CALLE","HIDALGO",610,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,45470,"14","JALISCO","001","Acatic","0001","Acatic","0226","025",NA,NA,NA,"Fijo",20.78235259,-102.90078141,"DICIEMBRE 2014","Otra"
"61",6810687,"AGRICOLA LA TUXCANA","CAREDE DE OCCIDENTE SA DE CV",115113,"Beneficio de productos agrícolas","51 a 100 personas",NA,"CARRETERA A TUXCACUESCO LIBRE KILÓMETRO 4.5 CRUCERO A SAN MIGUEL","NINGUNO","MANZANA 800","NINGUNO","MANZANA 800","NINGUNO","MANZANA 800",NA,"SN",NA,NA,NA,NA,"RANCHERÍA","LA TUXCANA",NA,NA,NA,49314,"14","JALISCO","106","Tuxcacuesco","0034","Oasis del Desierto [Empacadora]","0020","800","013414120345","RDIARTE@EXPORMEMEX.COM.MX",NA,"Fijo",19.70452719,-103.9299081,"NOVIEMBRE 2017","Otra"
"62",1726041,"AZUL AGRICULTURA Y SERVICIOS, S.A. DE C.V.","AZUL AGRICULTURA Y SERVICIOS, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","BARRA DE NAVIDAD","AVENIDA","JALISCO","AVENIDA","JALISCO","CALLE","FRAY MIGUEL DE BOLONIA",68,NA,NA,NA,NA,NA,"COLONIA","VILLA DE CAZAREZ",NA,NA,NA,48500,"14","JALISCO","024","Cocula","0001","Cocula","0080","001",NA,NA,NA,"Fijo",20.37600345,-103.81872955,"DICIEMBRE 2014","Otra"
"63",1688575,"BENEFICIO DE PRODUCTOS AGRÍCOLAS",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","20 DE NOVIEMBRE","CALLE","GUADALUPE VICTORIA","CALLE","CONSTITUCIÓN","CALZADA","INDEPENDENCIA SUR",422,NA,NA,NA,NA,NA,"BARRIO","ANALCO",NA,NA,NA,44450,"14","JALISCO","039","Guadalajara","0001","Guadalajara","1880","018",NA,NA,NA,"Fijo",20.66889817,-103.34400518,"DICIEMBRE 2014","Otra"
"64",6340034,"BIOVEGETALES Y GRANOS SPR DE RL DE CV","BIOVEGETALES Y GRANOS SPR DE RL DE CV",115113,"Beneficio de productos agrícolas","0 a 5 personas","TERRACERÍA","ESTATAL LIBRE TOTOTLAN-OCOTLAN KILÓMETRO 9360",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,"SN",47730,"14","JALISCO","105","Tototlán","0021","La Luz","0061","004",NA,NA,NA,"Fijo",20.45020392,-102.72065325,"DICIEMBRE 2014","Otra"
"65",6740515,"CABEFRUT","CABEFRUT SPR DE RL DE CV",115113,"Beneficio de productos agrícolas","31 a 50 personas",NA,"NINGUNO",NA,"REVOLUCIÓN",NA,"NINGUNO","CALLE","AGRICULTORES",5,NA,NA,NA,NA,NA,"PUEBLO","CIHUATLÁN",NA,NA,NA,48970,"14","JALISCO","022","Cihuatlán","0001","Cihuatlán","0457","001",NA,NA,NA,"Fijo",19.23094491,-104.56524544,"OCTUBRE 2016","Otra"
"66",6752301,"CALAVO","AVOCADOS DE JALISCO SAPI DE CV",115113,"Beneficio de productos agrícolas","51 a 100 personas","CARRETERA","LIBRE FEDERAL 428 CIUDAD GUZMAN-EL GRULLO KILOMETRO4 000",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"NINGUNO","NINGUNO",NA,NA,NA,49000,"14","JALISCO","023","Zapotlán el Grande","0078","Ciudad Guzmán [CERESO]","0149","800",NA,NA,NA,"Fijo",19.64707811,-103.50441269,"OCTUBRE 2016","Otra"
"67",1701470,"CAMPO GOURMET",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PRIVADA","ATOTONILCO",NA,"BASE AÉREA","CALLE","ATOTONILCO","PROLONGACIÓN","ACUEDUCTO",644,NA,NA,NA,2,NA,"FRACCIONAMIENTO","MISION DEL VALLE",NA,NA,NA,45215,"14","JALISCO","120","Zapopan","0001","Zapopan","6902","007",NA,NA,NA,"Fijo",20.75418751,-103.44197899,"DICIEMBRE 2014","Otra"
"68",1630141,"CITRICOS LA PURÍSIMA","CITRICOS LA PURISIMA, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","DOCTOR FERNANDO DE ALBA","CALLE","DOCTOR FERNANDO DE ALBA","CALLE","DOCTOR FERNANDO DE ALBA","CALLE","MIGUEL ALEMÁN",197,NA,NA,NA,NA,NA,"COLONIA","LOS NARANJOS",NA,NA,NA,47750,"14","JALISCO","013","Atotonilco el Alto","0001","Atotonilco el Alto","0250","001",NA,NA,NA,"Fijo",20.54675428,-102.5106079,"JULIO 2010","Otra"
"69",1857010,"DESGRANADORA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","JALISCO","CALLE","JUAN ESCUTIA","CALLE","NINGUNO","CALLE","NINGUNO",60,NA,NA,NA,NA,NA,"COLONIA","LA COFRADÍA",NA,NA,NA,48761,"14","JALISCO","102","Tonaya","0001","Tonaya","0074","010",NA,NA,NA,"Fijo",19.79595924,-103.96624972,"JULIO 2010","Otra"
"70",1691125,"EMPACAR SEMILLAS",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PRIVADA","TUCÁN","AVENIDA","DE LAS TORRES","CALLE","FRESNO","CALLE","INGENIERO RUBIO",3,NA,NA,NA,NA,NA,"COLONIA","LOS CAJETES",NA,NA,NA,45234,"14","JALISCO","120","Zapopan","0001","Zapopan","5552","009",NA,NA,NA,"Fijo",20.58816322,-103.42294443,"DICIEMBRE 2014","Otra"
"71",6343158,"FABRICACIÓN DE DULCES",NA,115113,"Beneficio de productos agrícolas","101 a 250 personas","CALLE","SAN CLEMENTE","CALLE","CONCORDIA","CALLE","IGUALDAD","CALLE","SAN MARCOS",2650,NA,NA,NA,NA,NA,"COLONIA","LA ESPERANZA",NA,NA,NA,44300,"14","JALISCO","039","Guadalajara","0001","Guadalajara","0223","011",NA,NA,NA,"Fijo",20.70858235,-103.31241182,"JULIO 2010","Otra"
"72",1866249,"HOJAS DE MAÍZ PARA TAMAL LA RANCHERITA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","LUIS CURIEL","CALLE","LOS LAURELES","PRIVADA","MATAMOROS","CALLE","MATAMOROS",108,NA,NA,NA,NA,NA,"PUEBLO","SAN AGUSTIN",NA,NA,NA,45645,"14","JALISCO","097","Tlajomulco de Zúñiga","0025","San Agustín","0369","010","36862691",NA,NA,"Fijo",20.55039309,-103.46496777,"JULIO 2010","Otra"
"73",1780171,"LA JUNTA LOCAL DE SANIDAD VEGETAL DE LA REGIÓN COSTA NORTE DE JALISCO","LA JUNTA LOCAL DE SANIDAD VEGETAL DE LA REGIÓN COSTA NORTE DE JALISCO",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","NICOLÁS BRAVO","CALLE","EMILIANO ZAPATA","CALLE","LÁZARO CÁRDENAS","CALLE","ADOLFO LÓPEZ MATEOS",82,NA,NA,NA,NA,NA,"EJIDO","CAMPO ACOSTA",NA,NA,NA,48480,"14","JALISCO","100","Tomatlán","0023","Campo Acosta","0597","002","3222987253",NA,NA,"Fijo",19.77079023,-105.24859375,"DICIEMBRE 2014","Otra"
"74",1725571,"LA RANCHERITA HOJAS PARA TAMAL",NA,115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","HIDALGO ORIENTE","CALLE","CUAUHTÉMOC","PRIVADA","ISABEL LA CATÓLICA",NA,"NINGUNO",70,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,48530,"14","JALISCO","024","Cocula","0007","La Cofradía de la Luz","0273","013",NA,NA,NA,"Fijo",20.40581215,-103.76625913,"DICIEMBRE 2014","Otra"
"75",1720962,"LIMPIAR CHIA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","LÓPEZ COTILLA","CALLE","LÓPEZ COTILLA","CALLE","JUAN ESCUTIA","CALLE","HIDALGO",495,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,45470,"14","JALISCO","001","Acatic","0001","Acatic","0226","026",NA,NA,NA,"Fijo",20.78025545,-102.90264569,"DICIEMBRE 2014","Otra"
"76",6744148,"NATURKOST DE MEXICO","NATURKOST DE MEXICO S RL DE CV",115113,"Beneficio de productos agrícolas","31 a 50 personas",NA,"NINGUNO",NA,"DE LA CRUZ","AVENIDA","DE LAS FLORES","CALLE","FERROCARRIL PONIENTE",NA,"SN",NA,NA,NA,NA,"COLONIA","STA CRUZ DE LAS FLORES",NA,NA,NA,45640,"14","JALISCO","097","Tlajomulco de Zúñiga","0034","Santa Cruz de las Flores","2505","005",NA,NA,NA,"Fijo",20.47732359,-103.51162581,"OCTUBRE 2016","Otra"
"77",1691363,"PROAVIL, S.A. DE C.V.","PROAVIL, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","SAN ALFONSO","CALLE","AGUA ESCONDIDA","CALLE","SAN ISIDRO","CALLE","AGUA MARINA",147,NA,NA,NA,NA,NA,"COLONIA","EL CAMPANARIO",NA,NA,NA,45609,"14","JALISCO","120","Zapopan","0001","Zapopan","340A","005","3336847024",NA,NA,"Fijo",20.59354045,-103.43336049,"DICIEMBRE 2014","Otra"
"78",1774561,"PRODUCTORA FREPPS",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","ARBOLEDAS","CALLE","MARINA HACIENDA DEL MAR","CALLE","JALISCO","CALLE","PINO",143,"A",NA,NA,NA,NA,"COLONIA","ARBOLEDAS",NA,NA,NA,48298,"14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2154","025","3222244252",NA,NA,"Fijo",20.65695611,-105.22395995,"DICIEMBRE 2014","Otra"
"79",6518806,"QUEBRADERO DE COCO",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","AVENIDA TENACATITA",NA,"RÍO ACATLÁN","OTRA (ESPECIFICAR)","RÍO BALSAS","CALLE","RÍO ACATLÁN",0,"SN",NA,NA,NA,NA,"PUEBLO","AGUA CALIENTE VIEJA DE APAZULCO",NA,NA,NA,48873,"14","JALISCO","043","La Huerta","0004","Agua Caliente Vieja de Apazulco","0194","008",NA,NA,NA,"Fijo",19.34624406,-104.88707253,"ENERO 2016","Otra"
"80",2003588,"AGRÍCOLA MARICRUZ",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","CUAUHTÉMOC","CERRADA","NINGUNO","AVENIDA","PLAN DE SAN LUIS","AVENIDA","TUXPAN",0,"SN",NA,NA,NA,NA,"PUEBLO","SAN MARTIN",NA,NA,NA,55850,"15","MÉXICO","075","San Martín de las Pirámides","0001","San Martín de las Pirámides","0154","001","5524914522",NA,NA,"Fijo",19.70379965,-98.83652052,"JULIO 2010","Otra"
"81",2402008,"BENEFICIO DE PRODUCTOS AGRÍCOLAS",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","GUADALUPE VICTORIA","CALLE","LIBERTAD","CALLE","ALDAMA","CALLE","HIDALGO",19,NA,NA,NA,NA,"SN","MANZANA","CENTRO",NA,NA,NA,51760,"15","MÉXICO","113","Villa Guerrero","0001","Villa Guerrero","0053","012","7141462171",NA,NA,"Fijo",18.96320581,-99.64045398,"JULIO 2010","Otra"
"82",2453914,"DESHIDRATADORA AGUASCALIENTES","DESHIDRATADORA AGUASCALIENTES SA DE CV",115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","OCOYOACAC","AVENIDA","OCOYOACAC","CALLE","ACUEDUCTO","CALLE","NIÑOS HÉROES",1,"A",NA,NA,NA,NA,"COLONIA","SAN PEDRO CHOLULA",NA,NA,NA,52740,"15","MÉXICO","062","Ocoyoacac","0023","San Pedro Cholula","0033","015","NO TIENE","VENTAS@DASACV.COM","WWW.DASACV.COM","Fijo",19.26996573,-99.47999959,"DICIEMBRE 2014","Otra"
"83",2308856,"VERDULERÍA CEBOLLAS SELECTAS",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","AVENIDA","DE LAS BOMBAS","CARRETERA","MÉXICO-TEPEXPAN","CALLE","ORQUÍDEA","CALLE","GLADIOLA",0,"LT5",NA,NA,NA,NA,"AMPLIACIÓN","19 DE SEPTIEMBRE",NA,NA,NA,55065,"15","MÉXICO","033","Ecatepec de Morelos","0001","Ecatepec de Morelos","3464","020","5558391736","A.CARDERO@CEBOLLASSELECTAS.COM","WWW.CEBOLLASSELECTAS.COM","Fijo",19.61642742,-98.99985299,"DICIEMBRE 2014","Otra"
"84",6441320,"AGRI FRUT","AGRIFRUT, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","DEL NIÑO",NA,"NINGUNO","CALLE","ALEJANDRINA",NA,"NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","TENENCIA DE JICALAN",NA,NA,NA,60090,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","0514","057","4525241425",NA,NA,"Fijo",19.39392377,-102.0694159,"JULIO 2010","Otra"
"85",6359140,"AGRÍCOLA EL PANDITO SPR DE RL","AGRÍCOLA EL PANDITO SPR DE RL",115113,"Beneficio de productos agrícolas","51 a 100 personas","CAMINO","EL PANDILLO-TOCUITACO KM 3",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","EL PANDILLO",NA,NA,NA,59380,"16","MICHOACÁN DE OCAMPO","069","La Piedad","0175","Las Casas","0043","800",NA,NA,NA,"Fijo",20.27970328,-102.06814037,"JULIO 2010","Otra"
"86",6716156,"AGRÍCOLA FRESAMEX","AGRICOLA FRESAMEX, S.P.R. DE R.L.",115113,"Beneficio de productos agrícolas","51 a 100 personas",NA,"NINGUNO",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,0,NA,"OTRO (ESPECIFICAR)","PREDIO LA SOLEDAD",NA,NA,NA,61269,"16","MICHOACÁN DE OCAMPO","050","Maravatío","0097","El Salto (La Hacienda)","0022","800",NA,"SLOPEZFRUVESA@HOTMAIL.COM",NA,"Fijo",19.96424228,-100.49113268,"ENERO 2016","Otra"
"87",6267465,"AGROFRUTICOLA COLIBRI SPR DE RL DE CV","AGROFRUTICOLA COLIBRI SPR DE RL DE CV",115113,"Beneficio de productos agrícolas","6 a 10 personas","CARRETERA","GABRIEL ZAMORA NUEVO URECHO",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"RANCHO","LOS CAJONES",NA,NA,NA,61745,"16","MICHOACÁN DE OCAMPO","033","Gabriel Zamora","0085","El Rincón del León","0036","800",NA,NA,NA,"Fijo",19.20923263,-101.91679312,"DICIEMBRE 2014","Otra"
"88",2591399,"AGROINDUSTRIA GARA., S.A. DE C.V.","AGROINDUSTRIA GARA, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","51 a 100 personas","AVENIDA","BENITO JUÁREZ",NA,"FRACC. PUERTA GRANDE",NA,"CAPILLA JESÚS SALVADOR","CALLE","NINGUNO",1731,NA,NA,NA,NA,NA,"COLONIA","JUÁREZ",NA,NA,NA,59620,"16","MICHOACÁN DE OCAMPO","108","Zamora","0001","Zamora de Hidalgo","0490","001","3515179878","AGRO_GARA@HOTMAIL.COM",NA,"Fijo",20.00429298,-102.31572081,"DICIEMBRE 2014","Otra"
"89",2736836,"AGROSERVICIOS Y CORTES BAJÍO",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","GRAN PARADA","AVENIDA","MANUEL PÉREZ CORONADO","PRIVADA","DE GRAN PARADA","PRIVADA","EJEMPLAR",16,"S",NA,NA,NA,NA,"COLONIA","LA MAGDALENA",NA,NA,NA,60080,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","0336","051",NA,NA,NA,"Fijo",19.41039987,-102.05781612,"JULIO 2010","Otra"
"90",6772914,"BEST PRODUCE","BEST PRODUCE S DE RL DE CV",115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","LUIS PADILLA","CALLE","ARTÍCULO 3°","BOULEVARD","LÁZARO CÁRDENAS","CALLE","BENIGNO SERRATO",233,NA,NA,NA,0,NA,"COLONIA","RAMÍREZ",NA,NA,NA,61830,"16","MICHOACÁN DE OCAMPO","009","Ario","0001","Ario de Rosales","0098","003",NA,NA,NA,"Fijo",19.21007288,-101.7117832,"OCTUBRE 2016","Otra"
"91",6359862,"BEST PRODUCE MEXICAN FRESH FRUIT","BEST PRODUCE MEXICAN FRESH FRUIT",115113,"Beneficio de productos agrícolas","251 y más personas","TERRACERÍA","CARRETERA URUAPAN-PÁTZCUARO","TERRACERÍA","OLIMPIADA DEL 68","CALLE","HERMANOS LÓPEZ RAYÓN","CALLE","EMILIANO ZAPATA",2267,NA,NA,NA,NA,NA,"COLONIA","GRANJAS DE BELLA VISTA",NA,NA,NA,60110,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","0196","058",NA,NA,NA,"Fijo",19.42835618,-102.03550248,"JULIO 2010","Otra"
"92",6719644,"BEST PRODUCE MEXICAN FRESH FRUIT","BEST PRODUCE, S. DE R.L. DE C.V.",115113,"Beneficio de productos agrícolas","101 a 250 personas","CALLE","CARRETERA URUAPAN-PÁTZCUARO","CALLE","HERMANOS LÓPEZ RAYÓN","CALLE","OLIMPIADA DEL 68","PRIVADA","GENERAL LÁZARO CÁRDENAS",2267,NA,NA,NA,0,NA,"COLONIA","GRANJAS DE BELLAVISTA",NA,NA,NA,60110,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","0196","058","014525232793","N.TORRES@BESTPRODUCE1.COM","WWW.BESTPRODUCE1.COM","Fijo",19.42831227,-102.0356569,"ENERO 2016","Otra"
"93",6726784,"CHONITA BANANAS, S.P.R. DE R.L.","CHONITA BANANAS, S.P.R. DE R.L.",115113,"Beneficio de productos agrícolas","31 a 50 personas","CARRETERA","ESTATAL LIBRE CRUCERO BOCA DE APIZA - SAN VICENTE",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,0,NA,"RANCHO","QUINTA ROSARIO",NA,NA,NA,60800,"16","MICHOACÁN DE OCAMPO","014","Coahuayana","0089","Quinta Rosario","0064","800","011313327140","JUANITABANANAS@HOTMAIL.COM","WWW.CHONITABANANAS.COM","Fijo",18.712824,-103.705204,"ENERO 2016","Otra"
"94",2659611,"COALICIÓN DE RECOLECTORES DE FRUTAS SDSS",NA,115113,"Beneficio de productos agrícolas","51 a 100 personas","CALLE","MIGUEL HIDALGO","CALLE","ARTEAGA","CALLE","ABASOLO","CALLE","GALEANA",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,61800,"16","MICHOACÁN DE OCAMPO","079","Salvador Escalante","0001","Santa Clara del Cobre","0073","008","4343431444",NA,NA,"Fijo",19.40729489,-101.63710791,"DICIEMBRE 2014","Otra"
"95",2728626,"COCOS CORRALES",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","AVENIDA","CONSTITUCIÓN SUR","CALLE","FRANCISCO GONZÁLEZ BOCANEGRA","CALLE","NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","EL RANCHITO",NA,NA,NA,60800,"16","MICHOACÁN DE OCAMPO","014","Coahuayana","0001","Coahuayana de Hidalgo","0100","001","3133270448",NA,NA,"Fijo",18.6849577,-103.66662263,"JULIO 2010","Otra"
"96",2647101,"CORSECHA",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","PROLONGACIÓN","PASEO DE LA CIMA","PRIVADA","TERCERA PASEO DE LA CIMA","PRIVADA","PRIMERA DE PROLONGACIÓN PASEO DE LA CIMA","PRIVADA","PRIMERA DE PROLONGACIÓN PASEO DE LA CIMA",735,NA,NA,NA,NA,NA,"COLONIA","LOMAS DEL VALLE SUR",NA,NA,NA,60123,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","0586","014","4521505520","CORSEHA1212@HOTMAIL.COM","WWW.CORSEHA.COM","Fijo",19.42463724,-102.04463322,"DICIEMBRE 2014","Otra"
