"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","tipo_comercio"
"51",6740509,"EMPAQUE","ALIMENTOS DM SA DE CV",115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","SAN JOSÉ","AVENIDA","SAN MARTÍN","PRIVADA","SAN AGUSTÍN",NA,"NINGUNO",12,NA,NA,NA,NA,NA,"FRACCIONAMIENTO","CAMPESTRE SAN JOSÉ",NA,NA,NA,59640,"16","MICHOACÁN DE OCAMPO","108","Zamora","0001","Zamora de Hidalgo","0630","026","0453317254131",NA,NA,"Fijo",19.99493991,-102.25898162,"OCTUBRE 2016","Empacadora"
"52",2648360,"EMPAQUE DE AGUACATE SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PROLONGACIÓN","JUAN ESCUTIA","AVENIDA","FRANCISCO MÁRQUEZ","CALLE","FERNANDO MONTES DE OCA","CALLE","JUAN DE LA BARRERA",0,"SN",NA,NA,NA,NA,"COLONIA","NIÑOS HÉROES",NA,NA,NA,60070,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","029A","004","4521007035",NA,NA,"Fijo",19.41770103,-102.0711061,"DICIEMBRE 2014","Empacadora"
"53",2646678,"URANI EMPAQUE DE AGUACATE",NA,115113,"Beneficio de productos agrícolas","51 a 100 personas","CALLE","CACAO","CALLE","ZARZAMORA","CALLE","NINGUNO","CALLE","ENCINO",0,"SN",NA,NA,NA,NA,"EJIDO","TOREO EL BAJO",NA,NA,NA,60220,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0119","Toreo Bajo (El Toreo Bajo)","1813","018",NA,NA,NA,"Fijo",19.44524113,-102.00748276,"DICIEMBRE 2014","Empacadora"
"54",2861513,"EMPACADORA BARRETO MOLINA",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","EMILIANO ZAPATA","CALLE","GUERRERO","CALLE","GUERRERO","CALLE","GILDARDO MAGAÑA",0,"SN",NA,NA,NA,NA,"COLONIA","MARIANO ESCOBEDO",NA,NA,NA,62895,"17","MORELOS","032","Zacualpan","0006","Tlacotepec","0156","002","7311704149",NA,NA,"Fijo",18.81210549,-98.74444859,"JULIO 2010","Empacadora"
"55",6361776,"EMPACADORA DE CEBOLLA AVIARC","AVIARC SPR DE RL",115113,"Beneficio de productos agrícolas","31 a 50 personas","TERRACERÍA","CARRETERA PANAMERICANA MÉXICO-OAXACA KM5.3","TERRACERÍA","30 DE SEPTIEMBRE",NA,"NINGUNO",NA,"NINGUNO",5,"KM5.3",NA,NA,NA,NA,"AEROPUERTO","EL CARRIZAL",NA,NA,NA,62741,"17","MORELOS","006","Cuautla","0030","Empleado Municipal","0442","004",NA,NA,NA,"Fijo",18.78924732,-98.90793775,"DICIEMBRE 2014","Empacadora"
"56",2860995,"EMPACADORA DE DURAZNO",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","AVENIDA","ADOLFO LÓPEZ MATEOS","CALLE","ADRIÁN VARELA","CALLE","MANANTIALES","AVENIDA","BENITO JUÁREZ",55,NA,NA,NA,NA,NA,"BARRIO","SANTIAGO",NA,NA,NA,62800,"17","MORELOS","022","Tetela del Volcán","0001","Tetela del Volcán","0183","004",NA,NA,NA,"Fijo",18.89687988,-98.72682529,"JULIO 2010","Empacadora"
"57",2807760,"EMPACADORA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","ADOLFO LÓPEZ MATEOS","CALLE","LOS MANANTIALES","CALLE","FRANCISCO I. MADERO","CALLE","HUATITLA",0,"SN",NA,NA,NA,NA,"BARRIO","SAN MIGUEL",NA,NA,NA,62800,"17","MORELOS","022","Tetela del Volcán","0001","Tetela del Volcán","0183","001",NA,NA,NA,"Fijo",18.89757,-98.7263902,"DICIEMBRE 2014","Empacadora"
"58",2815906,"EMPACADORA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","ALFAREROS","CALLE","PLAN DE AYALA","CALLE","A HUEYAPAN","CALLE","EMILIANO ZAPATA",0,"SN",NA,NA,NA,NA,"COLONIA","MARIANO ESCOBEDO",NA,NA,NA,62895,"17","MORELOS","032","Zacualpan","0006","Tlacotepec","0156","015",NA,NA,NA,"Fijo",18.81766451,-98.74665572,"DICIEMBRE 2014","Empacadora"
"59",6363423,"EMPACADORA DE AGUACATE HASS IBAÑEZ",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","PROLONGACIÓN","HIDALGO","PROLONGACIÓN","EMILIANO ZAPATA",NA,"NINGUNO",NA,"NINGUNO",500,NA,NA,NA,NA,NA,"COLONIA","LA CRUZ",NA,NA,NA,63780,"18","NAYARIT","008","Xalisco","0001","Xalisco","030A","001",NA,NA,NA,"Fijo",21.43149791,-104.89958295,"DICIEMBRE 2014","Empacadora"
"60",6492477,"EMPACADORA DE FRUTA DE TEMPORADA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CARRETERA","LOCALIDAD 800",NA,"NINGUNO",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,NA,NA,"OTRO (ESPECIFICAR)","EL LLANO",NA,NA,NA,63778,"18","NAYARIT","012","San Blas","0070","Costa Verde","011A","800",NA,NA,NA,"Fijo",21.41576656,-105.17180679,"ENERO 2016","Empacadora"
"61",6501928,"EMPACADORA DE FRUTA DE TEMPORADA SIN NOMBRE.",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CARRETERA","LOCALIDAD 800",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,NA,NA,"OTRO (ESPECIFICAR)","LOS BERNAL SALAS",NA,NA,NA,63778,"18","NAYARIT","012","San Blas","0246","Los Bernal Salas","011A","800",NA,NA,NA,"Fijo",21.42972222,-105.18583333,"ENERO 2016","Empacadora"
"62",6268913,"EMPACADORA NATURAMEX S DE RL DE CV","EMPACADORA NATURAMEX S DE RL DE CV",115113,"Beneficio de productos agrícolas","101 a 250 personas","CARRETERA","CARRETERA FEDERAL LIBRE, KILÓMETRO 5, TRAMO CRUCERO DE SAN BLAS-SAN BLAS",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","CINCO DE MAYO (EL CIRUELO)",NA,NA,NA,63510,"18","NAYARIT","017","Tepic","0114","Cinco de Mayo (El Ciruelo)","0050","800",NA,NA,NA,"Fijo",21.688522,-105.08058129,"DICIEMBRE 2014","Empacadora"
"63",6268932,"EMPAQUE CRUCERO A CUARENTEÑO",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CARRETERA","CARRETERA ESTATAL 76 LIBRE, KILÓMETRO 5, TRAMO TEPIC-SANTA CRUZ DE MIRAMAR",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","EL IZOTE",NA,NA,NA,63500,"18","NAYARIT","017","Tepic","0200","Barranquillas","0173","800",NA,NA,NA,"Fijo",21.51952825,-104.96984976,"DICIEMBRE 2014","Empacadora"
"64",6268931,"EMPAQUE DE AGUACATE SAMANIEGO",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CARRETERA","FEDERAL 76 TEPIC-SANTA CRUZ DE MIRAMAR KILÓMETRO 3",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","EL AHUACATE",NA,NA,NA,63507,"18","NAYARIT","017","Tepic","0103","El Ahuacate","1491","030",NA,NA,NA,"Fijo",21.51729139,-104.94737205,"DICIEMBRE 2014","Empacadora"
"65",2871891,"EMPAQUE DE HOJAS XALA EMPRESARIAL","JALA EMPRESARIAL, S.P.R. DE R.L. DE C.V.",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","GUADALAJARA","CALLE","GUADALAJARA","CALLE","TEPIC","CALLE","REVOLUCIÓN",0,"SN",NA,NA,0,NA,"BARRIO","SAN FRANCISCO",NA,NA,NA,63890,"18","NAYARIT","007","Jala","0001","Jala","0181","008","013242760286",NA,NA,"Fijo",21.10246397,-104.43519281,"JULIO 2010","Empacadora"
"66",2877051,"EMPAQUE DE LIMON PERSA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","ZARAGOZA","CALLE","INDUSTRIA","AVENIDA","20 DE NOVIEMBRE","CALLE","JUÁREZ",22,NA,NA,NA,0,NA,"BARRIO","LA OTRA BANDA",NA,NA,NA,63900,"18","NAYARIT","002","Ahuacatlán","0001","Ahuacatlán","0132","022",NA,NA,NA,"Fijo",21.05527845,-104.48315105,"DICIEMBRE 2014","Empacadora"
"67",6752846,"EMPAQUE EL CHANON","EMPAQUE EL CHANON",115113,"Beneficio de productos agrícolas","11 a 30 personas","CARRETERA","CARRETERA ESTATAL LIBRE, KILÓMETRO 17 500, TRAMO TEPIC-MIRAMAR",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"RANCHERÍA","EL CHANON (EMPACADORA)",NA,NA,NA,63770,"18","NAYARIT","012","San Blas","0245","Chanón [Empacadora]","0092","800",NA,NA,NA,"Fijo",21.49609722,-105.08249822,"OCTUBRE 2016","Empacadora"
"68",6268915,"EMPAQUE LA GLORIA","EMPAQUE LA GLORIA DE LA SOLEDAD SPR DE RL",115113,"Beneficio de productos agrícolas","51 a 100 personas","CARRETERA","CARRETERA ESTATAL LIBRE, KILÓMETRO 8.5, TRAMO NAVARRETE- SAUTA",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","SAUTA",NA,NA,NA,63570,"18","NAYARIT","015","Santiago Ixcuintla","0399","San Carlos [Empacadora]","0268","800",NA,NA,NA,"Fijo",21.71615457,-105.13818976,"DICIEMBRE 2014","Empacadora"
"69",6743276,"EMPAQUE LAS PALMAS S DE RL DE CV","EMPAQUE LAS PALMAS S DE RL DE CV",115113,"Beneficio de productos agrícolas","11 a 30 personas","CARRETERA","FEDERAL 74 KM 7","CARRETERA","MECATAN","CARRETERA","LAS PALMAS",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"RANCHERÍA","LAS PALMAS",NA,NA,NA,63775,"18","NAYARIT","012","San Blas","0036","Las Palmas","0228","800",NA,NA,NA,"Fijo",21.62635956,-105.15122455,"OCTUBRE 2016","Empacadora"
"70",3036056,"EMPACADORA DE CEBOLLAS EL ROCIO",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","C","CALLE","EJE INTERMEDIO","CALLE","JUAN CANTÚ GARCÍA","CALLE","B",1000,"191",NA,NA,NA,NA,"COLONIA","MERCADO DE ABASTOS",NA,NA,NA,66480,"19","NUEVO LEÓN","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1661","022","8183517256",NA,NA,"Fijo",25.71479533,-100.29194465,"JULIO 2010","Empacadora"
"71",2937733,"EMPACADORA JIMÉNEZ",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CARRETERA","CARRETERA MONTERREY-SALTILLO","CALLE","NINGUNO","CARRETERA","CARRETERA MONTERREY-SALTILLO","CALLE","SAN ISIDRO",65,"KILÓMETRO",NA,NA,106,NA,"COLONIA","NORBERTO AGUIRRE","CENTRAL DE ABASTO","MERCADO DE ABASTOS PONIENTE","106",66367,"19","NUEVO LEÓN","048","Santa Catarina","0001","Ciudad Santa Catarina","016A","002","8183906895","EMPACADORAJIMENEZ@YAHO.COM.MX",NA,"Fijo",25.68560537,-100.46578655,"JULIO 2010","Empacadora"
"72",6799019,"EMPACADORA Y PROCESADORA","EMPACADORA Y PROCESADORA RICOS SA CV",115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","FRAY BARTOLOMÉ DE LAS CASAS","CALLE","FRAY LUCAS PASTRANA","AVENIDA","FRAY BARTOLOMÉ DE LAS CASAS","CALLE","FRAY JUAN DE ZUMÁRRAGA",229,NA,NA,NA,NA,NA,"COLONIA","EL ROBLE RESD SN NICO",NA,NA,NA,6605,"19","NUEVO LEÓN","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0184","038","018122356033","ADMINISTRACION@EMPACADORARICOS.MX",NA,"Fijo",25.74553822,-100.3051511,"NOVIEMBRE 2017","Empacadora"
"73",3162248,"EMPACADORA DE MANGO",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","AVENIDA","REFORMA","CALLE","MÉXICO","CALLE","VERACRUZ","CALLE","JOSEFA ORTIZ DE DOMÍNGUEZ",0,"SN",NA,NA,NA,NA,"SECCIÓN","PRIMERA",NA,NA,NA,70170,"20","OAXACA","075","Reforma de Pineda","0001","Reforma de Pineda","0051","041",NA,NA,NA,"Fijo",16.40028587,-94.4567885,"DICIEMBRE 2014","Empacadora"
"74",3109782,"EMPACADORA DE PIÑA PAKING HUSE",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","VÍCTOR BRAVO AHUJA","CALLE","MACEDONIO ALCALÁ","CALLE","JORGE L. TAMAYO","AVENIDA","16 DE SEPTIEMBRE",0,"SN",NA,NA,NA,NA,"COLONIA","OAXAQUEÑOS ILUSTRES",NA,NA,NA,68400,"20","OAXACA","044","Loma Bonita","0001","Loma Bonita","0248","029",NA,NA,NA,"Fijo",18.10154205,-95.87945061,"DICIEMBRE 2014","Empacadora"
"75",6270563,"EMPACADORA IXHUATAN","EL TABERNAL SPR DE RI",115113,"Beneficio de productos agrícolas","101 a 250 personas","CARRETERA","RED ESTATAL LIBRE RAMAL A REFORMA DE PINEDA",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","SAN FRANCISCO IXHUATÁN",NA,NA,NA,70175,"20","OAXACA","143","San Francisco Ixhuatán","0061","La Herradura","0034","800",NA,NA,NA,"Fijo",16.36305555,-94.48083334,"DICIEMBRE 2014","Empacadora"
"76",3280373,"CEPILLADORA DE NARANJA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","MARIANO MATAMOROS","CALLE","DE LOS ÁNGELES",NA,"MARIANO MATAMOROS","CALLE","CRISTÓBAL COLÓN",0,"SN",NA,NA,NA,NA,"BARRIO","LAS FLORES",NA,NA,NA,73000,"21","PUEBLA","064","Francisco Z. Mena","0001","Metlaltoyuca","0118","002",NA,NA,NA,"Fijo",20.72707454,-97.84899421,"DICIEMBRE 2014","V.A."
"77",3280369,"CEPILLADORA DE NARANJA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","16 DE SEPTIEMBRE","CALLE","5 DE FEBRERO","AVENIDA","REYES GARCÍA","CALLE","20 DE NOVIEMBRE",0,"SN",NA,NA,NA,NA,"BARRIO","LAS FLORES",NA,NA,NA,73000,"21","PUEBLA","064","Francisco Z. Mena","0001","Metlaltoyuca","0071","043",NA,NA,NA,"Fijo",20.72781646,-97.84790142,"DICIEMBRE 2014","V.A."
"78",3308906,"EMPACADORA DE BRÓCOLI, S.A. DE C.V.","EMPACADORA DE BRÓCOLI, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","11 a 30 personas","AVENIDA","EL MORAL PONIENTE","PRIVADA","TERCERA PRIVADA DE LA PROLONGACIÓN CUAUHTÉMOC PTE","AVENIDA","EL MORAL PONIENTE","PROLONGACIÓN","CUAUHTÉMOC SUR",0,"SN",NA,NA,NA,NA,"BARRIO","LA CANDELARIA",NA,NA,NA,75440,"21","PUEBLA","144","San Salvador Huixcolotla","0001","San Salvador Huixcolotla","0036","051",NA,NA,NA,"Fijo",18.91024902,-97.78075726,"DICIEMBRE 2014","Empacadora"
"79",3291514,"EMPACADORA DE FRUTAS SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","5 DE FEBRERO","CALLE","5 DE FEBRERO","CALLE","5 DE FEBRERO","CALLE","21 DE MARZO",917,NA,NA,NA,NA,NA,"COLONIA","SAN FRANCISCO SECCIÓN CUARTA",NA,NA,NA,73970,"21","PUEBLA","199","Xiutetelco","0009","San Francisco","0091","018",NA,NA,NA,"Fijo",19.78281546,-97.32803776,"DICIEMBRE 2014","Empacadora"
"80",3309325,"EMPACADORA DE JITOMATES SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","QUINTA PRIVADA DE LA 16 DE SEPTIEMBRE SUR","CALLE","HIDALGO SUR","BOULEVARD","16 DE SEPTIEMBRE","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"BARRIO","LA CANDELARIA",NA,NA,NA,75440,"21","PUEBLA","144","San Salvador Huixcolotla","0001","San Salvador Huixcolotla","0074","030",NA,NA,NA,"Fijo",18.90488798,-97.78134685,"DICIEMBRE 2014","Empacadora"
"81",3534241,"LAVADORA DE ZANAHORIA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","5 SUR","AVENIDA","MORELOS","AVENIDA","3 PONIENTE","CALLE","7 SUR",0,"SN",NA,NA,NA,NA,"BARRIO","SAN JOSÉ",NA,NA,NA,75470,"21","PUEBLA","115","Quecholac","0009","Palmarito Tochapan","0142","022",NA,NA,NA,"Fijo",18.90491217,-97.63798732,"JULIO 2010","V.A."
"82",3534242,"LAVADORA DE ZANAHORIA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","7 SUR","CALLE","3 PONIENTE","AVENIDA","MORELOS","CALLE","5 SUR",0,"SN",NA,NA,NA,NA,"BARRIO","SAN JOSÉ",NA,NA,NA,75470,"21","PUEBLA","115","Quecholac","0009","Palmarito Tochapan","0142","022",NA,NA,NA,"Fijo",18.90505447,-97.63978275,"JULIO 2010","V.A."
"83",3307187,"LIMPIADORA DE TUNA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","TAMAULIPAS","AVENIDA","ADOLFO RUIZ CORTINES","AVENIDA","RODOLFO SÁNCHEZ TABOADA","CALLE","ZACATECAS",602,NA,NA,NA,NA,NA,"COLONIA","MACUILA",NA,NA,NA,75150,"21","PUEBLA","004","Acatzingo","0009","San Sebastián Villanueva","0139","024",NA,NA,NA,"Fijo",19.06076024,-97.72516958,"DICIEMBRE 2014","V.A."
"84",3307195,"LIMPIADORA DE TUNA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","VICENTE GUERRERO","CALLE","JALISCO","PRIVADA","TAMAULIPAS","CALLE","MICHOACÁN",166,NA,NA,NA,NA,NA,"COLONIA","MACUILA",NA,NA,NA,75150,"21","PUEBLA","004","Acatzingo","0009","San Sebastián Villanueva","0158","006",NA,NA,NA,"Fijo",19.0579741,-97.72687729,"DICIEMBRE 2014","V.A."
"85",3307265,"LIMPIADORA DE TUNA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","RODOLFO SÁNCHEZ TABOADA","CALLE","MICHOACÁN","CALLE","QUERÉTARO","CALLE","FRANCISCO I. MADERO",0,"SN",NA,NA,NA,NA,"COLONIA","MACUILA",NA,NA,NA,75150,"21","PUEBLA","004","Acatzingo","0009","San Sebastián Villanueva","0158","057",NA,NA,NA,"Fijo",19.06017166,-97.72335534,"DICIEMBRE 2014","V.A."
"86",3318193,"SERVICIO DE LIMPIEZA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","EMILIANO ZAPATA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","ALLENDE",0,"SN",NA,NA,NA,NA,"RANCHO","LA NORIA",NA,NA,NA,75420,"21","PUEBLA","038","Cuapiaxtla de Madero","0001","Cuapiaxtla de Madero","0067","004",NA,NA,NA,"Fijo",18.91153017,-97.83080924,"DICIEMBRE 2014","V.A."
"87",3317643,"SERVICIO DE LIMPIEZA Y MANOJEO DE CEBOLLA",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","NIÑOS HÉROES","CALLE","BAJA CALIFORNIA","CALLE","NINGUNO","CALLE","BAJA CALIFORNIA NORTE",0,"SN",NA,NA,NA,NA,"PUEBLO","SAN JUAN ACOZAC",NA,NA,NA,75410,"21","PUEBLA","118","Los Reyes de Juárez","0001","Los Reyes de Juárez","0093","039",NA,NA,NA,"Fijo",18.96652539,-97.81552724,"DICIEMBRE 2014","V.A."
"88",3317618,"SERVICIO DE LIMPIEZA Y MANOJEO DE CEBOLLA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","REVOLUCIÓN","CALLE","EMILIANO ZAPATA","CALLE","AQUILES SERDÁN","CALLE","NICOLÁS BRAVO",206,NA,NA,NA,NA,NA,"PUEBLO","VICENTE GUERRERO",NA,NA,NA,75404,"21","PUEBLA","118","Los Reyes de Juárez","0001","Los Reyes de Juárez","0089","018",NA,NA,NA,"Fijo",18.96248129,-97.82653869,"DICIEMBRE 2014","V.A."
"89",3420888,"TOSTADORA DE CAFÉ ARISTOTELES",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","17 DE JUNIO NORTE","CALLE","CORREGIDORA","PRIVADA","NINGUNO","CALLE","CORREGIDORA",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,73080,"21","PUEBLA","197","Xicotepec","0001","Xicotepec de Juárez","0114","022",NA,NA,NA,"Fijo",20.28226154,-97.96150331,"JULIO 2010","V.A."
"90",3282079,"TOSTADORES DE CAFÉ",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","VENUSTIANO CARRANZA","CALLE","ABRAHAM FOSADO","CALLE","ALLENDE","CALLE","AZALEAS",169,NA,NA,NA,NA,NA,"COLONIA","LAS AZALEAS",NA,NA,NA,73080,"21","PUEBLA","197","Xicotepec","0001","Xicotepec de Juárez","0275","001",NA,NA,NA,"Fijo",20.27905077,-97.96503449,"DICIEMBRE 2014","V.A."
"91",3661702,"EMPACADORA DE ALIMENTOS DESARROLLO Y SOLUCIONES EN ALIMENTOS","DESARROLLO Y SOLUCIONES EN ALIMENTOS, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","23","CALLE","10","CALLE","8","CALLE","27",0,"SN",NA,NA,NA,NA,"SUPERMANZANA","63",NA,NA,NA,77513,"23","QUINTANA ROO","005","Benito Juárez","0001","Cancún","0192","004","9988922986","DESAH_SADECV@HOTMAIL.COM",NA,"Fijo",21.16992962,-86.83187672,"DICIEMBRE 2014","Empacadora"
"92",3808617,"EMPAQUE DE PEPINOS SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PROLONGACIÓN","ORQUÍDEAS","CALLE","NO REELECCIÓN","CALLE","GERANIOS","CALLE","MIGUEL HIDALGO Y COSTILLA",0,"SN",NA,NA,NA,NA,"COLONIA","VILA BONITA",NA,NA,NA,80378,"25","SINALOA","018","Navolato","0374","Licenciado Benito Juárez (Campo Gobierno)","122A","009",NA,NA,NA,"Fijo",24.65713812,-107.5521407,"DICIEMBRE 2014","Empacadora"
"93",6490272,"EMPAQUE EL GALLO","AGRÍCOLA MAOR S. DE R. L.",115113,"Beneficio de productos agrícolas","11 a 30 personas","CARRETERA","LOCALIDAD 800",NA,"NINGUNO",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,NA,NA,"OTRO (ESPECIFICAR)","SANTA ROSA",NA,NA,NA,81361,"25","SINALOA","001","Ahome","0905","El Gallo","1561","800",NA,NA,NA,"Fijo",25.8107987,-108.90333169,"ENERO 2016","Empacadora"
"94",6497243,"EMPAQUE EL PORVENIR",NA,115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","NINGUNO",NA,"NINGUNO",NA,"NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"OTRO (ESPECIFICAR)","EL PORVENIR",NA,NA,NA,80430,"25","SINALOA","006","Culiacán","0572","Campo el Porvenir","266A","006",NA,NA,NA,"Fijo",24.63632596,-107.5084895,"ENERO 2016","Empacadora"
"95",3822765,"EMPAQUE LA FLOR","AGRÍCOLA DE GALA",115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","NINGUNO",NA,"NINGUNO",NA,"NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,NA,"LA FLOR",NA,NA,NA,80300,"25","SINALOA","006","Culiacán","1366","Campo la Flor","2655","002",NA,NA,NA,"Fijo",24.65921926,-107.48070765,"DICIEMBRE 2014","Empacadora"
"96",3764797,"EMPAQUE LEGUMBRERO",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","NINGUNO","AVENIDA","5 DE MAYO","CALLE","GENERAL ÁLVARO OBREGÓN","CALLE","MAZATLÁN",0,"SN",NA,NA,NA,NA,"EJIDO","CHARAY",NA,NA,NA,81872,"25","SINALOA","010","El Fuerte","0069","Charay","0562","015",NA,NA,NA,"Fijo",26.01730309,-108.82903014,"JULIO 2010","Empacadora"
"97",6489729,"EMPAQUE MYL (PEPINO, TOMATE, CHILE)","EMPAQUE MYL, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","51 a 100 personas","CALLE","CULIACANCITO-EL CAIMÁN","CALLE","NINGUNO","AVENIDA","GUILLERMO PRIETO","CALLE","NIÑOS HÉROES",0,"SN",NA,NA,NA,NA,"COLONIA","22 DE JUNIO",NA,NA,NA,80349,"25","SINALOA","018","Navolato","0091","General Ángel Flores (La Palma)","0927","019",NA,NA,NA,"Fijo",24.81368058,-107.6605443,"ENERO 2016","Empacadora"
"98",6710640,"EMPAQUE PATRÓN PRODUCE","INTEGRADORA EJIDAL DEL SUR, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","6 a 10 personas","CARRETERA","CARRETERA POTRERILLOS-MATADERO KM 11 + 500",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,0,NA,"RANCHERÍA","MATADERO",NA,NA,NA,81826,"25","SINALOA","014","Rosario","0463","Rancho Samperio","042A","800",NA,"FILIGARCIA@HOTMAIL.COM",NA,"Fijo",22.99415481,-106.03189563,"ENERO 2016","Empacadora"
"99",3834299,"EMPAQUE SAN ANDRES","SOCIEDAD DE PRODUCCIÓN RURAL DE RESPONSABILIDAD LIMITADA",115113,"Beneficio de productos agrícolas","31 a 50 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","FRANCISCO I MADERO","CALLE","NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","JUVENCIO ARAGON",NA,NA,NA,82400,"25","SINALOA","009","Escuinapa","0001","Escuinapa de Hidalgo","074A","042","016959532979","EMPAQUESANANDRES@HOTMAIL.COM",NA,"Fijo",22.82290827,-105.7758789,"DICIEMBRE 2014","Empacadora"
"100",3793768,"EMPAQUE SAN MIGUEL",NA,115113,"Beneficio de productos agrícolas","31 a 50 personas","PRIVADA","NINGUNO","CALLE","PRINCIPAL","CALLE","NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"BARRIO","EL PANTEON",NA,NA,NA,81304,"25","SINALOA","001","Ahome","0227","San Miguel Zapotitlán","1913","027","6688950563",NA,NA,"Fijo",25.94398086,-109.04634881,"DICIEMBRE 2014","Empacadora"
